stock_code,top10_ratio_latest,report_count,top10_ratio_std,long_term_institution_count,institution_count_current,turnover_avg,latest_report_date,data_sufficient,filter_mode
605098,67.73,1,,0.0,2.0,0.0,2025-12-15,False,relaxed
601668,67.7,1,,0.0,5.0,0.0,2025-09-30,False,relaxed
688279,67.66,1,,0.0,2.0,0.0,2025-09-30,False,relaxed
688306,67.64,1,,0.0,2.0,0.0,2025-09-30,False,relaxed
000538,67.62,1,,0.0,2.0,0.0,2025-09-30,False,relaxed
688278,67.59,1,,0.0,2.0,0.0,2025-09-30,False,relaxed
688586,67.57000000000001,1,,0.0,2.0,0.0,2025-12-31,False,relaxed
600729,67.57000000000001,1,,0.0,5.0,0.0,2025-12-31,False,relaxed
603289,67.55,1,,0.0,3.0,0.0,2025-09-30,False,relaxed
600415,67.53999999999999,1,,0.0,3.0,0.0,2025-09-30,False,relaxed
603929,67.53,1,,0.0,2.0,0.0,2025-12-31,False,relaxed
605319,67.49,1,,0.0,2.0,0.0,2025-09-30,False,relaxed
601121,67.48,1,,0.0,2.0,0.0,2026-02-10,False,relaxed
300917,67.36,1,,0.0,3.0,0.0,2025-09-30,False,relaxed
002867,67.33,1,,0.0,3.0,0.0,2025-09-30,False,relaxed
300442,67.31,1,,0.0,2.0,0.0,2026-02-05,False,relaxed
301518,67.23,1,,0.0,2.0,0.0,2026-01-16,False,relaxed
688376,67.22999999999999,1,,0.0,2.0,0.0,2025-09-30,False,relaxed
